id,titulo,fecha_inicio,formato,estado,episodios,duracion,generos,estudios,calificacion,popularidad,favoritos
188064,Safari Bus Tayo,2022-06-01,ONA,FINISHED,8.0,8.0,Adventure,,,26,0
149703,Xin Weiqi Shaonian,2022-06-01,ONA,FINISHED,52.0,22.0,Fantasy,,,126,1
137736,Xi Xing Ji 4,2022-06-01,ONA,FINISHED,12.0,,Action|Adventure|Fantasy,BYMENT,57.0,287,12
154173,Nanamental,2022-05-30,ONA,FINISHED,20.0,1.0,Comedy,FIREBUG,,160,0
150202,Gekkou,2022-05-30,MUSIC,FINISHED,1.0,4.0,Psychological,Studio Gohan,54.0,281,1
129652,Xiong Bing Lian 3: Leiting Wan Jun,2022-05-29,ONA,FINISHED,27.0,,Action|Sci-Fi,Transcendence Picture,,174,9
150548,Matsurika,2022-05-28,MUSIC,FINISHED,1.0,4.0,,,,84,0
109928,Inu-ou,2022-05-28,MOVIE,FINISHED,1.0,97.0,Adventure|Music|Supernatural,Science SARU,78.0,20500,563
144996,Harem Cult side HAREM,2022-05-27,OVA,FINISHED,4.0,22.0,Hentai,Studio 9 Maiami,60.0,2039,81
174125,Gugumi-chan,2022-05-25,ONA,FINISHED,3.0,5.0,Comedy,ODDJOB,,88,0
154176,"Kanojo, Okarishimasu 2nd Season: Date Movie",2022-05-25,ONA,FINISHED,12.0,2.0,Comedy|Romance|Slice of Life,,61.0,4722,54
150545,"Sekai, Nishihara Shoukai no Sekai! Part 2 Gyaku featuring CRAZY KEN BAND",2022-05-24,MUSIC,FINISHED,1.0,7.0,,Sunrise,,82,0
154178,"Yuusha, Yamemasu Puchi Hiroma",2022-05-23,ONA,FINISHED,6.0,1.0,Comedy,,51.0,1182,9
117756,Koukaku Kidoutai: SAC_2045 Season 2,2022-05-23,ONA,FINISHED,12.0,25.0,Action|Mystery|Psychological|Sci-Fi,Production I.G|Sola Digital Arts,66.0,5653,97
153657,Youkoso Hoshi no Oyado,2022-05-22,MUSIC,FINISHED,1.0,4.0,,,50.0,205,2
149847,Mr.,2022-05-22,MUSIC,FINISHED,1.0,3.0,Sci-Fi,Liberty Animation Studio,61.0,526,3
149799,Douluo Dalu: Fenghuo Buxi,2022-05-21,ONA,FINISHED,3.0,17.0,Action|Adventure|Fantasy|Romance,Sparkly Key Animation,78.0,1362,50
149701,Jian Xian Zaici,2022-05-21,ONA,FINISHED,36.0,,Fantasy,Xing Yi Kai Chen,49.0,300,9
141882,Zanting! Rang Wo Cha Gonglüe,2022-05-21,ONA,FINISHED,12.0,18.0,Action|Comedy|Fantasy,Kung Fu Frog Animation,59.0,4015,52
150700,Hikousen,2022-05-20,MUSIC,FINISHED,1.0,4.0,Adventure,,,137,1
143388,Unmei Sensen Liddell-light,2022-05-20,SPECIAL,FINISHED,1.0,,Action|Mahou Shoujo,,,80,0
143387,Soundback: Kanade no Ishi,2022-05-20,SPECIAL,FINISHED,1.0,,Mecha,,,68,0
131520,Go-toubun no Hanayome Movie,2022-05-20,MOVIE,FINISHED,1.0,136.0,Comedy|Drama|Romance|Slice of Life,Bibury Animation Studios,78.0,115031,3582
130305,Toku: Touken Ranbu - Hanamaru - Setsugetsuka,2022-05-20,MOVIE,FINISHED,3.0,72.0,Action|Comedy|Drama|Fantasy|Slice of Life,Doga Kobo,64.0,1669,21
149871,THE FINEST,2022-05-19,MUSIC,FINISHED,1.0,3.0,,,52.0,182,1
149498,Shu Ling Ji 3,2022-05-18,ONA,FINISHED,60.0,,Fantasy|Romance,Soyep,,91,1
145813,Yuki Hodokishi Futaai,2022-05-18,ONA,FINISHED,3.0,10.0,Adventure|Fantasy,WIT STUDIO,73.0,8803,101
136303,Shin Ikkitousen,2022-05-17,TV,FINISHED,3.0,26.0,Action|Ecchi|Supernatural,ARMS,57.0,8748,90
108357,Vampire in the Garden,2022-05-16,ONA,FINISHED,5.0,26.0,Action|Adventure|Drama|Fantasy|Music|Sci-Fi,WIT STUDIO,70.0,32781,660
113689,Jewelpet: Attack Travel!,2022-05-14,ONA,FINISHED,1.0,23.0,Fantasy|Mahou Shoujo,Ashi Productions,49.0,463,3
149038,Tokyo Koya,2022-05-12,MUSIC,FINISHED,1.0,4.0,Drama,,,138,3
151661,Dakishimetai Hodo Utsukushii Hibi ni,2022-05-10,MUSIC,FINISHED,1.0,3.0,,,,110,3
183474,Yankee Hamster Season 3,2022-05-06,ONA,FINISHED,50.0,2.0,Comedy,Piso Studio,,54,0
149923,Toumei na Shinzou ga Naiteita,2022-05-06,MUSIC,FINISHED,1.0,3.0,,,51.0,148,1
148643,GIVE ME RICE,2022-05-06,MUSIC,FINISHED,1.0,3.0,,,52.0,164,2
213379,Dramatic Nounai,2022-05-05,TV_SHORT,FINISHED,4.0,3.0,Comedy|Sports,DLE|ANIMETRONICA,,32,1
147887,Qing Chi Hong Xiao Dou Ba! 0.5,2022-05-05,ONA,FINISHED,16.0,2.0,Comedy|Slice of Life,MAKING ANIMATION,,63,0
158621,Haru ni Nattara: Koguma no Yuugo Monogatari,2022-05-03,MOVIE,FINISHED,1.0,18.0,,Tomoyasu Murata Company,,93,0
148226,Jiu Tian Xuan Di Jue 2,2022-05-02,ONA,FINISHED,52.0,,Action|Fantasy,Ruo Hong Culture,57.0,439,11
122670,Wu Dong Qiankun 3,2022-05-01,ONA,FINISHED,12.0,25.0,Action|Adventure|Fantasy,DC Impression Vision,74.0,1418,69
150973,Itsuwari,2022-04-29,MUSIC,FINISHED,1.0,4.0,,,,72,1
150542,Who knows the answer,2022-04-29,MUSIC,FINISHED,1.0,5.0,Psychological|Supernatural,,,113,0
149915,Mondainai Tripper!,2022-04-29,MUSIC,FINISHED,1.0,4.0,,,53.0,208,3
148303,Noroshi,2022-04-29,MUSIC,FINISHED,1.0,4.0,,,55.0,189,3
148291,Managarmr,2022-04-29,MUSIC,FINISHED,1.0,4.0,,,,113,1
146553,AOTU Shijie 4,2022-04-29,ONA,FINISHED,20.0,18.0,Action|Adventure|Fantasy|Sci-Fi,,,85,2
132232,RE:cycle of the PENGUINDRUM: Zenpen - Kimi no Ressha wa Seizon Senryaku,2022-04-29,MOVIE,FINISHED,1.0,124.0,Drama|Mystery|Psychological|Supernatural,Lapin Track,71.0,7427,50
158671,DIVING,2022-04-28,MOVIE,FINISHED,1.0,3.0,Adventure,,51.0,180,0
148771,INSIDE,2022-04-28,MUSIC,FINISHED,1.0,3.0,,,46.0,171,0
148295,Kakkou no Iikagen!,2022-04-28,ONA,FINISHED,22.0,2.0,Adventure|Comedy,AQUA ARIS,53.0,1351,5
146409,Shen Yin Wangzuo,2022-04-28,ONA,FINISHED,26.0,20.0,Action|Adventure|Fantasy,Shenman Entertainment,78.0,3249,215
145016,Isekai Yarisaa,2022-04-28,OVA,FINISHED,2.0,20.0,Fantasy|Hentai,T-REX,66.0,3452,151
142455,Bubble,2022-04-28,ONA,FINISHED,1.0,100.0,Romance|Sci-Fi|Sports|Supernatural,WIT STUDIO,71.0,91214,1922
141898,Huang Yan,2022-04-28,ONA,FINISHED,16.0,14.0,Drama|Mystery|Psychological|Romance,Painted Edge,52.0,531,4
148819,Nana Lucky: Seven Lucky Gods,2022-04-27,ONA,FINISHED,12.0,10.0,Comedy,,40.0,213,0
148104,Marine Shukkou!!,2022-04-27,MUSIC,FINISHED,1.0,2.0,Action|Adventure|Ecchi|Fantasy,Frontier One,72.0,2627,35
147886,Shijian Qiutu 2,2022-04-27,ONA,FINISHED,12.0,15.0,Action,,,166,6
138700,Yuukoku no Moriarty OVA,2022-04-27,OVA,FINISHED,2.0,24.0,Drama|Mystery|Psychological|Thriller,Production I.G,77.0,17798,245
133866,Xun Jian,2022-04-26,ONA,FINISHED,12.0,,Action|Fantasy,Xing Yi Kai Chen,55.0,247,9
114108,Zuihou De Zhaohuan Shi,2022-04-26,ONA,FINISHED,12.0,23.0,Action|Fantasy,ASK Animation Studio,63.0,27796,458
149071,Fanren Xiu Xian Zhuan: Zai Bie Tiannan,2022-04-24,ONA,FINISHED,14.0,19.0,Action|Adventure|Fantasy,Wonder Cat Animation|Original Force,71.0,719,31
148434,Ai wo Kure,2022-04-24,MUSIC,FINISHED,1.0,3.0,,,,140,3
146729,Ruguo Lishi Shi Yi Qun Miao 8,2022-04-24,ONA,FINISHED,12.0,7.0,Comedy,Fatchi Moxie Studio,,71,0
132052,Kakkou no Iinazuke,2022-04-24,TV,FINISHED,24.0,23.0,Comedy|Romance,Shin-Ei Animation|SynergySP,67.0,112620,1875
177060,Xiaoke de Huatu Xie Hua: Pan Xie Yu Luo,2022-04-23,ONA,FINISHED,1.0,2.0,Comedy|Slice of Life,Gravity Well,54.0,241,2
169884,GYB!!,2022-04-23,MUSIC,FINISHED,1.0,2.0,,Studio KAI,52.0,183,2
159581,Yao Shen Ji 6,2022-04-23,ONA,FINISHED,52.0,8.0,Action|Adventure|Fantasy|Romance,Ruo Hong Culture,68.0,783,16
147934,Bokura no Saishuu Sensou,2022-04-23,MUSIC,FINISHED,1.0,3.0,,,,134,0
146730,Fatchi Baike 5,2022-04-23,ONA,FINISHED,12.0,6.0,Comedy,Fatchi Moxie Studio,,34,1
126369,Ni Zhenshi Ge Tiancai,2022-04-23,ONA,FINISHED,24.0,8.0,Comedy|Fantasy,Mili Pictures,53.0,330,9
172896,Tomica Heroes Jobraver: Tokusou Gattai Robo,2022-04-22,ONA,FINISHED,37.0,6.0,Action|Mecha,Infinity Vision,,87,0
148923,Amulet,2022-04-22,MUSIC,FINISHED,1.0,5.0,,,,100,0
142549,Crayon Shin-chan: Mononoke Ninja Chinpuuden,2022-04-22,MOVIE,FINISHED,1.0,100.0,Comedy,Shin-Ei Animation,69.0,1391,15
133124,Free!: the Final Stroke - Kouhen,2022-04-22,MOVIE,FINISHED,1.0,105.0,Drama|Sports,Kyoto Animation,78.0,12602,204
151780,Balala Xiao Moxian: Mofa Xing Yuan Bao,2022-04-21,TV,FINISHED,26.0,23.0,Mahou Shoujo,Alpha Animation,,168,3
141869,Jun You Yun,2022-04-21,ONA,FINISHED,24.0,15.0,Action|Fantasy,Passion Paint Animation,62.0,681,33
181831,Madtoy Chatty,2022-04-20,TV_SHORT,FINISHED,50.0,1.0,Comedy,Kachidoki Studio,,33,0
158564,Baby I Hate You,2022-04-20,MUSIC,FINISHED,1.0,3.0,Romance,,52.0,154,3
148182,Shinzou,2022-04-20,MUSIC,FINISHED,1.0,4.0,,,61.0,261,9
170056,Etopirika: Omoi wo Tsumugu Tori,2022-04-19,ONA,FINISHED,1.0,24.0,Drama|Supernatural,Mainichi Eigasha,,81,0
147933,Soumatou,2022-04-19,MUSIC,FINISHED,1.0,5.0,,,,105,1
146512,Xingji Yi You,2022-04-18,ONA,FINISHED,12.0,8.0,Adventure|Comedy|Fantasy,Yudubai Animation,,246,0
147777,Tekketsu†Gravity,2022-04-17,MUSIC,FINISHED,1.0,4.0,Action|Adventure,,,59,1
148395,Tomadoi Rythem,2022-04-15,MUSIC,FINISHED,1.0,3.0,,,,131,1
142219,Meitantei Conan: Halloween no Hanayome,2022-04-15,MOVIE,FINISHED,1.0,110.0,Action|Drama|Mystery,TMS Entertainment,80.0,6813,137
141368,"Otaku ni Yasashii Gal toka, Kyonyuu no Osananajimi toka.",2022-04-15,OVA,FINISHED,2.0,20.0,Hentai,Studio 9 Maiami,60.0,2832,91
137698,Kaiju Yi Zuo Shan,2022-04-15,ONA,FINISHED,12.0,,Action|Fantasy,Qiyuan Yinghua,,183,2
129201,Summer Time Render,2022-04-15,TV,FINISHED,25.0,24.0,Action|Drama|Mystery|Supernatural|Thriller,OLM,83.0,223843,9658
126367,Shikong Zhi Xi,2022-04-15,ONA,FINISHED,13.0,18.0,Action|Fantasy,B.CMAY PICTURES,59.0,2600,58
148816,Period Color,2022-04-14,MUSIC,FINISHED,1.0,2.0,,FLAT STUDIO,58.0,336,4
109911,ULTRAMAN Season 2,2022-04-14,ONA,FINISHED,6.0,25.0,Action|Drama|Sci-Fi,Production I.G|Sola Digital Arts,64.0,3503,49
147495,Doggy god's street,2022-04-13,MUSIC,FINISHED,1.0,3.0,,,69.0,1307,19
146541,Xinghe Zhizun 2,2022-04-13,ONA,FINISHED,40.0,,Fantasy,Ruo Hong Culture,,295,15
143150,Kaginado Season 2,2022-04-13,TV_SHORT,FINISHED,12.0,4.0,Comedy,LIDENFILMS Kyoto Studio,72.0,4863,70
143203,Kyoukai Senki Part 2,2022-04-12,TV,FINISHED,12.0,24.0,Fantasy|Mecha|Sci-Fi,Sunrise Beyond,61.0,4931,58
121176,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,2022-04-12,TV,FINISHED,10.0,24.0,Drama|Fantasy|Slice of Life,Ajiado,79.0,59590,1259
144676,Onipan!,2022-04-11,TV_SHORT,FINISHED,60.0,3.0,Comedy,WIT STUDIO,62.0,6875,45
141350,Kunoichi Tsubaki no Mune no Uchi,2022-04-10,TV,FINISHED,13.0,24.0,Comedy|Supernatural,CloverWorks,69.0,23375,334
140350,Kingdom 4th Season,2022-04-10,TV,FINISHED,26.0,25.0,Action,Studio Pierrot|Studio Signpost,85.0,19353,569
132351,"Kono Healer, Mendokusai",2022-04-10,TV,FINISHED,12.0,24.0,Adventure|Comedy|Fantasy|Slice of Life,Jumondou,58.0,23943,246
127911,Kawaii dake ja Nai Shikimori-san,2022-04-10,TV,FINISHED,12.0,23.0,Comedy|Romance|Slice of Life,Doga Kobo,68.0,214368,4479
179870,Oshiri Tantei 6,2022-04-09,TV,FINISHED,13.0,20.0,Comedy|Fantasy|Mystery,Toei Animation,,83,0
146552,Xiao Motou Baolu La! 2,2022-04-09,ONA,FINISHED,13.0,6.0,Comedy|Fantasy,Wawayu Animation,62.0,682,14
142016,Yatogame-chan Kansatsu Nikki Yonsatsume,2022-04-09,TV_SHORT,FINISHED,10.0,3.0,Comedy|Slice of Life,Creators in Pack|Hayabusa Film,60.0,3268,23
140960,SPY×FAMILY,2022-04-09,TV,FINISHED,12.0,24.0,Action|Comedy|Slice of Life|Supernatural,CloverWorks|WIT STUDIO,83.0,565429,26417
134732,Aoashi,2022-04-09,TV,FINISHED,24.0,25.0,Sports,Production I.G,81.0,89848,3188
132171,Dance Dance Danseur,2022-04-09,TV,FINISHED,11.0,24.0,Drama|Romance|Slice of Life|Sports,MAPPA,76.0,30683,609
125367,Kaguya-sama wa Kokurasetai: Ultra Romantic,2022-04-09,TV,FINISHED,13.0,24.0,Comedy|Psychological|Romance|Slice of Life,A-1 Pictures,89.0,290012,15769
169379,Yudatte Saikоu! Revice Anime Yukemuri Paradise A Go! Go!,2022-04-08,ONA,FINISHED,5.0,8.0,Comedy,,,58,2
146886,Jian Yu Yuanzheng - Insomnia De Naxie Shier,2022-04-08,ONA,FINISHED,12.0,7.0,Comedy|Fantasy,Colored Pencil Animation,,159,2
133175,Mahoutsukai Reimeiki,2022-04-08,TV,FINISHED,12.0,24.0,Action|Adventure|Comedy|Ecchi|Fantasy,Tezuka Productions,62.0,56241,641
132010,Koi wa Sekai Seifuku no Ato de,2022-04-08,TV,FINISHED,12.0,24.0,Action|Comedy|Romance|Supernatural,project No.9,73.0,85579,1500
123330,Machikado Mazoku: 2-Choume,2022-04-08,TV,FINISHED,12.0,24.0,Comedy|Fantasy|Mahou Shoujo|Slice of Life,J.C.STAFF,78.0,28432,621
117197,TIGER & BUNNY 2,2022-04-08,ONA,FINISHED,13.0,24.0,Action|Comedy|Drama,Bandai Namco Pictures,73.0,8212,137
116605,Date A Live IV,2022-04-08,TV,FINISHED,12.0,24.0,Action|Comedy|Ecchi|Mecha|Romance|Sci-Fi,GEEKTOYS,76.0,81775,1958
149098,Mahoutsukai Reimeiki × Machikado Mazoku 2-Choume Collab Mini Anime,2022-04-07,ONA,FINISHED,2.0,2.0,Comedy,AQUA ARIS,47.0,412,5
147188,MIRROR TUNE,2022-04-07,MUSIC,FINISHED,1.0,4.0,,,67.0,727,20
142984,"Komi-san wa, Komyushou desu. 2",2022-04-07,TV,FINISHED,12.0,24.0,Comedy|Romance|Slice of Life,OLM,78.0,166567,3559
138459,Heroine Tarumono!: Kiraware Heroine to Naisho no Oshigoto,2022-04-07,TV,FINISHED,12.0,24.0,Drama|Music|Slice of Life,Lay-duce,71.0,24722,355
135384,Shachiku-san wa Youjo Yuurei ni Iyasaretai.,2022-04-07,TV,FINISHED,12.0,24.0,Comedy|Slice of Life|Supernatural,project No.9,68.0,14626,210
132474,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",2022-04-07,TV,FINISHED,12.0,24.0,Action|Adventure|Comedy|Fantasy,Studio KAI|HORNETS,70.0,118735,2309
154081,Jashin-chan Dropkick X Mame Anime,2022-04-06,ONA,FINISHED,12.0,1.0,Comedy,Nomad,53.0,588,5
141014,Tomodachi Game,2022-04-06,ONA,FINISHED,12.0,23.0,Drama|Mystery|Psychological|Thriller,Okuruto Noboru,76.0,165371,4533
140830,BIRDIE WING: Golf Girls' Story,2022-04-06,TV,FINISHED,13.0,24.0,Drama|Slice of Life|Sports,Bandai Namco Pictures,73.0,27903,470
140787,Motto! Majime ni Fumajime Kaiketsu Zorori 3rd Season,2022-04-06,TV,FINISHED,25.0,24.0,Adventure|Comedy,Bandai Namco Pictures|Ajiado,,332,0
132532,Deaimon,2022-04-06,TV,FINISHED,12.0,24.0,Slice of Life,Encourage Films,74.0,33631,523
130586,"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",2022-04-06,TV,FINISHED,12.0,24.0,Action|Ecchi|Fantasy|Romance,SILVER LINK.|BLADE,62.0,112245,1699
130319,RPG Fudousan,2022-04-06,TV,FINISHED,12.0,24.0,Comedy|Fantasy|Slice of Life,Doga Kobo,63.0,18808,190
111321,Tate no Yuusha no Nariagari Season 2,2022-04-06,TV,FINISHED,13.0,24.0,Action|Adventure|Fantasy,Kinema Citrus|DR Movie,65.0,244191,3908
140457,"Yuusha, Yamemasu",2022-04-05,TV,FINISHED,12.0,24.0,Action|Adventure|Comedy|Fantasy,EMT Squared,69.0,108416,1831
140002,Meitantei Conan: Zero no Tea Time,2022-04-05,ONA,FINISHED,6.0,15.0,Action|Comedy|Drama|Slice of Life,TMS Entertainment,69.0,5529,83
146488,Kidou Senshi Gundam 00: Revealed Chronicle,2022-04-04,ONA,FINISHED,3.0,9.0,Action|Mecha|Sci-Fi,,46.0,1168,11
144853,Insect Land,2022-04-04,TV_SHORT,FINISHED,22.0,5.0,Slice of Life,,,248,0
141136,"3-byougo, Yajuu.: Goukon de Sumi ni Ita Kare wa Midara na Nikushoku deshita",2022-04-04,ONA,FINISHED,8.0,8.0,Hentai|Romance|Slice of Life,Staple Entertainment,53.0,1890,42
140842,Chiikawa,2022-04-04,TV_SHORT,RELEASING,,2.0,Comedy|Slice of Life,Doga Kobo,84.0,10679,1019
133412,Healer Girl,2022-04-04,TV,FINISHED,12.0,24.0,Music|Slice of Life|Supernatural,Studio 3Hz,71.0,16640,425
204617,Koikeya SDGs Gekijou Suss to Tina Season 2,2022-04-03,TV_SHORT,FINISHED,13.0,3.0,Action|Comedy,Garage Film,,21,1
148376,Zombie-ttal,2022-04-03,TV_SHORT,FINISHED,26.0,11.0,Comedy|Supernatural,Durufix,,792,7
146865,Duel Masters King MAX,2022-04-03,TV,FINISHED,17.0,24.0,Action|Adventure|Comedy,Shogakukan Music & Digital Entertainment|Brain's Base,49.0,435,3
145968,Cap Kakumei Bottleman DX,2022-04-03,TV_SHORT,FINISHED,51.0,12.0,Action,Gaina,50.0,438,11
142842,Yu☆Gi☆Oh! Go Rush!!,2022-04-03,TV,FINISHED,151.0,24.0,Action|Fantasy|Sci-Fi,Bridge,52.0,2916,59
142074,Otomege Sekai wa Mob ni Kibishii Sekai desu,2022-04-03,TV,FINISHED,12.0,24.0,Action|Fantasy|Mecha|Romance,ENGI,71.0,127155,3038
139303,Black★★Rock Shooter: DAWN FALL,2022-04-03,TV,FINISHED,12.0,24.0,Action|Sci-Fi,Bibury Animation CG|Bibury Animation Studios,55.0,13804,173
136080,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Final SEASON - Asaki Yume no Akatsuki,2022-04-03,TV,FINISHED,4.0,24.0,Drama|Mahou Shoujo|Psychological|Thriller,Shaft,68.0,15862,205
132526,Build Divide: Code White,2022-04-03,TV,FINISHED,12.0,24.0,Action|Sci-Fi,LIDENFILMS,64.0,7306,96
143455,Jongtama PONG☆,2022-04-02,TV_SHORT,FINISHED,12.0,2.0,Comedy,Scooter Films,58.0,4358,29
140085,Shadowverse Flame,2022-04-02,TV,FINISHED,50.0,24.0,Fantasy,ZEXCS,65.0,2890,70
138452,Gunjou no Fanfare,2022-04-02,TV,FINISHED,13.0,24.0,Drama|Sports,Lay-duce,57.0,8709,54
137633,Love All Play,2022-04-02,TV,FINISHED,24.0,24.0,Sports,Nippon Animation|OLM,62.0,13872,122
137281,Aharen-san wa Hakarenai,2022-04-02,TV,FINISHED,12.0,24.0,Comedy|Romance|Slice of Life,Felix Film,71.0,126883,2414
133891,Love Live! Nijigasaki Gakuen School Idol Doukoukai 2,2022-04-02,TV,FINISHED,13.0,24.0,Music|Slice of Life,Sunrise,75.0,17295,453
129193,Shokei Shoujo no Virgin Road,2022-04-02,TV,FINISHED,12.0,24.0,Action|Adventure|Drama|Fantasy,J.C.STAFF,69.0,73419,1063
125124,Rikei ga Koi ni Ochita no de Shoumei shitemita. r=1-sinθ (Heart),2022-04-02,TV,FINISHED,12.0,24.0,Comedy|Romance,Zero-G,71.0,51755,679
207211,Renzoku Liella Shousetsu: Ren-chan,2022-04-01,ONA,FINISHED,1.0,6.0,Comedy,,,117,0
200372,Ootsuchi Kai Monogatari,2022-04-01,ONA,FINISHED,2.0,6.0,Slice of Life,DOLESS,,48,0
151660,Kenda Master Ken,2022-04-01,TV_SHORT,FINISHED,10.0,13.0,Action|Comedy,,48.0,348,3
147226,Suisei no Freyline: Prologue,2022-04-01,SPECIAL,FINISHED,1.0,7.0,Fantasy,STUDIO 6'oN,48.0,700,2
143286,Inkou Kyoushi no Saimin Seikatsu Shidouroku,2022-04-01,OVA,FINISHED,2.0,20.0,Hentai,T-REX,61.0,2017,96
143080,Odd Taxi: In the Woods,2022-04-01,MOVIE,FINISHED,1.0,127.0,Drama|Mystery|Psychological|Thriller,P.I.C.S.|OLM,65.0,19496,99
148660,Sayonara Plastic World,,MUSIC,FINISHED,1.0,2.0,,,,74,0
155897,Wonderism: Kimi wo Yobu Koe,2022-03-31,MUSIC,FINISHED,1.0,4.0,Fantasy|Sci-Fi,,,94,0
146934,TEMPLATE,2022-03-31,MUSIC,FINISHED,1.0,3.0,Mystery|Psychological,d00r works,71.0,1296,27
141774,Paripi Koumei,2022-03-31,TV,FINISHED,12.0,24.0,Comedy|Drama|Music|Supernatural,P.A.WORKS,79.0,103556,2808
158676,Odd Taxi Original Picture Drama,2022-03-30,SPECIAL,FINISHED,1.0,9.0,,P.I.C.S.,56.0,1116,2
155913,Rock'n Oyone,2022-03-30,ONA,FINISHED,1.0,10.0,Music,Studio elle,,120,0
155911,Kirakira Kirari☆,2022-03-30,ONA,FINISHED,1.0,10.0,,Lesprit,67.0,722,2
155910,Tenjin,2022-03-30,ONA,FINISHED,1.0,10.0,Supernatural,IMAGICA DIGITALSCAPE,45.0,278,1
155736,Uchuu Camper Chichi,2022-03-30,ONA,FINISHED,1.0,9.0,Sci-Fi,Production +h,49.0,379,0
147948,Touitten,2022-03-30,MUSIC,FINISHED,1.0,4.0,,,,120,3
146923,Genei,2022-03-30,MUSIC,FINISHED,1.0,4.0,Psychological,Studio Gohan,58.0,384,5
144336,Tensai Ouji no Akaji Kokka Saisei Jutsu: Short Drama Specials,2022-03-30,SPECIAL,FINISHED,4.0,3.0,Slice of Life,AQUA ARIS,62.0,3164,64
136226,Strike the Blood FINAL,2022-03-30,OVA,FINISHED,4.0,27.0,Action|Ecchi|Fantasy|Supernatural,CONNECT,66.0,15038,222
145841,Tesla Note: Mickey to Oliver no Agent Yousei Kouza: Tsuika Kouza,2022-03-29,SPECIAL,FINISHED,1.0,2.0,,W-Toon Studio,,169,1
143202,Princess Principal: Crown Handler - Chapter 2: Revealing Reviews,2022-03-29,OVA,FINISHED,1.0,7.0,,Actas,67.0,2591,21
200647,Ojarumaru: Heianchou Onigami Kessen,2022-03-28,SPECIAL,FINISHED,1.0,30.0,Adventure|Comedy|Fantasy,Studio Gallop,,24,0
154041,I Love Me,2022-03-28,TV_SHORT,FINISHED,3.0,10.0,,ODDJOB,,155,0
148836,Cosmos no Natsu,2022-03-28,MOVIE,FINISHED,1.0,6.0,Romance|Slice of Life,,,124,1
146866,Jongtama PONG☆Hai,2022-03-28,ONA,FINISHED,1.0,2.0,Comedy|Sports,Scooter Films,51.0,890,2
125447,Thermae Romae Novae,2022-03-28,ONA,FINISHED,11.0,29.0,Comedy|Slice of Life,NAZ,70.0,10322,141
143508,Wu Ying Sanqian Dao,2022-03-27,ONA,FINISHED,10.0,12.0,Action|Adventure|Comedy|Fantasy,Tang Kirin Culture,59.0,519,18
149974,Seven Count,2022-03-26,MUSIC,FINISHED,1.0,3.0,Fantasy,Shirogumi,61.0,403,2
148523,Samishii Hito,2022-03-25,MUSIC,FINISHED,1.0,3.0,,,,94,0
143065,Yamitsuki Mura / Melty Limit The Animation,2022-03-25,OVA,FINISHED,2.0,20.0,Hentai,BREAKBOTTLE,62.0,2318,77
135513,Kaede to Suzu THE ANIMATION,2022-03-25,OVA,FINISHED,3.0,27.0,Hentai,Studio 1st,76.0,8729,508
146655,Hakkoutai Solar Cycle,2022-03-24,MUSIC,FINISHED,1.0,5.0,,,59.0,456,1
143846,Arifureta Shokugyou de Sekai Saikyou 2nd season Special,2022-03-23,SPECIAL,FINISHED,1.0,24.0,Action|Adventure|Fantasy|Psychological,Asread|studio MOTHER,68.0,22111,346
137337,Non Non Biyori: Nonstop - Bukatsu wo Ganbatta,2022-03-23,OVA,FINISHED,1.0,22.0,Comedy|Slice of Life,SILVER LINK.,80.0,10886,116
151985,Heroine Tarumono!: Kiraware Heroine to Naisho no Oshigoto Mini Anime,2022-03-22,ONA,FINISHED,6.0,2.0,,,50.0,506,2
187219,wasimo Special: Chikyuu no Mirai wo Sukue! Washimo vs Washija,2022-03-21,SPECIAL,FINISHED,1.0,60.0,Comedy|Sci-Fi,,,22,0
170823,Echigo Bakufu,2022-03-19,SPECIAL,FINISHED,28.0,2.0,Comedy|Fantasy,Kachidoki Studio,,126,0
149099,Mahoutsukai Reimeiki Mini Anime,2022-03-19,ONA,FINISHED,20.0,2.0,Comedy,AQUA ARIS,50.0,698,3
146503,Tensei Shitara Slime Datta Ken: Sukuwareru Ramiris,2022-03-19,ONA,FINISHED,2.0,3.0,Comedy|Fantasy,8-bit,69.0,8353,138
146497,Brand new Pastel Road!,2022-03-18,MUSIC,FINISHED,1.0,4.0,Fantasy,Scooter Films,63.0,612,3
146443,YOKU,2022-03-18,MUSIC,FINISHED,1.0,3.0,,,74.0,1880,47
142806,Oshiri Tantei: SHIRIARTY,2022-03-18,MOVIE,FINISHED,1.0,50.0,Comedy|Mystery,Toei Animation|Studio Gallop,,141,3
140955,Shi Wang Zhe A?,2022-03-18,ONA,FINISHED,14.0,5.0,Comedy|Fantasy,Qiying Animation,,241,2
124032,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,2022-03-17,ONA,FINISHED,12.0,25.0,Action|Drama|Fantasy|Sci-Fi,Production I.G,80.0,8230,167
159708,Suki ni Zen Furou!,2022-03-16,ONA,FINISHED,1.0,1.0,,Boundary,46.0,205,2
148821,CUE! Short Anime,2022-03-16,SPECIAL,FINISHED,12.0,3.0,,REVOROOT|studio daisy|GEEKTOYS|Studio Colorido,53.0,837,16
